Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Misalignment
0,1,0,1,47.39,1.46,0.715,0.386,0.418,3.28,68.58,69.44,4.47,0.9137532489682321,0
0,0,0,0,69.18,1.95,0.542,0.428,0.289,5.53,77.84,66.66,4.6,0.7486447755778437,0
1,0,0,0,81.22,1.06,0.542,1.028,0.124,7.35,73.23,66.56,5.26,1.1687275131526595,0
0,1,1,0,70.32,1.5,0.282,0.56,0.295,4.07,73.52,62.79,5.63,0.692927846171591,1
1,0,0,1,44.81,1.12,0.547,0.423,0.523,5.13,74.45,68.42,6.96,0.8669873124792543,0
0,1,0,1,55.16,1.61,0.707,0.059,0.785,7.7,72.1,64.05,3.34,1.0580902608000888,0
0,0,0,0,72.67,1.77,0.333,0.778,0.724,5.14,70.6,70.21,5.83,1.1137095671673114,1
1,0,0,1,52.92,1.37,0.785,0.231,0.546,4.79,73.31,68.85,5.74,0.9837184556569019,0
1,0,0,0,64.44,0.72,0.482,0.299,0.435,5.2,67.27,69.44,4.86,0.7148076664390219,0
1,0,0,1,67.75,1.56,0.322,0.434,0.554,5.6,62.93,76.38,5.79,0.773922476737819,0
0,1,0,1,50.73,1.63,0.7,0.783,0.396,6.16,73.61,67.81,5.93,1.1224548988712197,0
0,1,0,0,59.4,1.62,0.443,0.655,0.844,7.0,76.19,71.78,3.62,1.156550906791396,0
1,0,0,0,27.59,1.87,0.652,0.468,0.462,5.26,64.41,78.26,6.75,0.9260518344023729,0
0,1,0,1,49.76,1.18,0.442,0.562,0.483,7.09,74.11,74.53,3.44,0.8628423958058622,0
1,0,0,1,57.47,1.7,0.488,0.38,0.057,5.67,78.4,73.77,3.86,0.621122371195886,0
0,0,0,0,47.52,1.86,0.599,0.528,0.461,4.69,69.99,66.47,4.74,0.9220119305084941,0
1,0,1,0,76.32,0.97,0.558,0.515,0.667,6.29,65.91,69.15,6.92,1.0106819479935318,1
1,0,1,0,45.7,1.6,0.101,0.694,0.286,6.59,70.62,61.41,4.69,0.7573856349311096,0
0,1,0,1,55.6,1.35,0.276,0.693,0.35,5.79,67.25,70.49,4.97,0.8239690528169125,0
0,1,0,1,61.31,1.48,0.686,0.599,0.659,3.28,66.92,69.37,6.43,1.1241343336096448,0
0,1,0,1,74.41,1.6,0.474,0.428,0.205,3.85,72.17,68.12,4.7,0.6707346718338034,0
0,0,0,0,45.64,1.35,0.395,0.648,0.712,4.43,61.98,73.14,3.82,1.0406118392561177,0
0,0,0,1,71.63,1.3,0.228,0.482,0.394,4.41,62.78,61.96,4.58,0.6629811460365974,0
0,0,0,1,60.1,1.51,0.284,0.284,0.422,6.37,70.1,76.17,6.37,0.5825770335329054,0
0,1,0,1,50.18,1.17,0.096,0.419,0.275,3.09,69.89,72.51,5.07,0.5102959925376643,0
1,0,1,0,64.62,1.17,0.48,0.517,0.576,6.78,71.72,67.65,6.93,0.9107496911885284,0
1,0,0,1,61.99,1.7,0.38,0.682,0.992,4.33,79.38,67.26,5.74,1.2623739541039336,0
1,0,0,1,54.0,1.16,0.307,0.463,0.656,4.55,70.52,70.4,4.36,0.8596243365563822,0
0,1,0,0,60.7,1.7,0.486,0.258,0.327,5.64,72.99,75.6,5.05,0.6400695274733831,0
0,1,1,0,56.15,1.64,0.573,0.511,0.727,4.08,65.12,68.51,4.15,1.0573452605464309,0
0,0,0,0,61.14,0.98,0.919,0.523,0.437,7.42,73.84,68.72,4.33,1.1441411626193685,0
0,1,0,1,66.62,1.3,0.198,0.537,0.775,3.43,67.37,68.09,9.48,0.9634303296035475,0
1,0,0,1,75.86,1.86,0.732,0.684,0.661,5.22,70.36,76.91,6.02,1.2002503905435733,0
0,0,0,1,47.62,1.21,0.695,0.704,-0.089,7.25,69.46,66.16,5.86,0.9932582745691071,0
0,0,0,1,81.33,1.36,0.344,0.381,0.299,6.08,75.16,67.85,4.38,0.5940521862597595,1
0,1,0,1,40.48,1.64,0.541,0.377,0.689,4.46,63.45,75.32,6.57,0.9536933469412482,0
0,0,0,0,58.48,1.74,0.408,0.292,0.53,5.1,58.58,68.74,6.1,0.7298136748513281,0
0,0,0,1,65.88,1.42,0.537,0.64,0.295,6.53,68.93,73.69,6.88,0.8859988713311095,0
0,1,0,1,62.81,1.32,0.802,0.79,0.373,7.87,72.34,63.44,6.83,1.1859312796279555,0
0,0,1,0,53.77,1.93,0.621,0.437,0.119,7.47,70.76,66.97,3.52,0.7686162891846621,0
1,0,1,0,57.92,2.02,0.602,0.452,0.482,4.71,76.16,75.42,3.89,0.8938858987588963,0
0,1,0,1,55.07,1.79,0.414,0.793,0.942,7.99,72.19,64.62,4.0,1.2990800591187597,0
1,0,0,1,54.11,1.53,0.203,0.601,0.661,3.02,67.18,67.24,4.06,0.9161500968727777,0
1,0,0,1,68.5,1.26,0.458,0.587,0.938,3.14,58.37,69.28,5.32,1.1975712922410924,0
1,0,0,1,63.57,1.25,0.741,0.262,0.676,7.12,68.81,63.05,4.43,1.0366778670348857,0
1,0,0,1,53.07,1.66,0.195,0.636,0.705,4.0,75.14,65.93,7.07,0.9693018105832671,0
0,0,0,1,69.0,1.63,0.289,0.314,0.895,3.3,68.04,68.56,6.9,0.9915351733549345,0
0,0,0,0,63.07,1.92,0.525,0.273,0.575,4.19,70.14,68.23,4.99,0.8250933280544692,0
0,1,0,0,68.13,1.7,0.303,0.431,0.463,5.13,72.11,74.4,6.96,0.7013836325435603,0
0,1,0,0,66.3,1.05,0.341,0.383,0.707,6.65,64.92,75.71,6.49,0.8733950995969693,0
1,0,1,0,51.71,1.82,0.415,0.456,0.791,6.12,73.12,63.72,4.55,1.0029167462955237,0
1,0,0,1,54.4,1.2,0.227,0.212,0.404,4.19,78.19,68.56,2.99,0.5095968995196105,0
0,1,1,0,67.47,1.38,0.305,0.692,0.356,5.52,69.14,71.37,4.78,0.8358379029453019,0
0,1,1,0,66.1,1.58,0.641,0.726,0.528,7.63,64.35,75.58,4.36,1.1030598351857437,0
0,1,1,0,59.79,2.1,0.239,0.111,0.666,7.08,69.67,71.59,5.21,0.7162387869977442,0
0,1,0,0,61.17,2.43,0.18,0.696,0.66,4.62,58.88,69.45,5.09,0.9759180293446781,0
1,0,0,1,72.78,1.68,0.374,0.338,0.215,7.91,71.68,71.33,5.06,0.5480374074823725,0
0,1,0,1,54.08,1.45,0.646,0.671,0.882,6.54,72.26,71.37,5.52,1.2827630334555171,0
0,0,1,0,65.47,1.66,0.461,0.486,0.372,3.31,78.38,63.36,3.79,0.7662251627295987,0
1,0,0,0,57.98,1.77,0.407,0.506,0.447,3.18,69.03,68.96,5.41,0.7883489075276251,0
0,0,1,0,57.82,1.4,0.509,0.463,0.319,3.84,72.04,75.3,4.56,0.7584266609237837,0
0,1,1,0,70.99,2.04,0.151,0.742,1.04,6.64,65.69,66.96,5.2,1.2864544298186391,0
0,0,0,1,68.25,1.57,0.599,0.252,0.548,3.92,68.22,68.65,5.96,0.8500641152289632,0
0,1,0,0,68.14,1.65,0.577,0.622,0.33,5.56,62.37,66.79,3.78,0.9103367508784868,0
0,0,0,1,73.05,1.7,0.418,0.72,0.673,3.47,69.03,56.43,4.72,1.0705386494657725,0
1,0,1,0,60.21,1.63,0.701,0.643,0.654,7.6,68.47,68.1,4.88,1.1543682254809338,0
0,0,0,1,66.82,1.75,0.275,0.965,0.462,4.72,71.5,69.51,4.49,1.1046691812483953,1
1,0,1,0,56.9,1.31,0.726,0.394,0.668,7.54,66.88,65.44,5.9,1.0623257504174508,0
0,0,0,0,63.24,1.33,0.531,0.691,0.335,7.72,70.42,62.23,4.28,0.9336310834585575,0
0,0,0,1,58.7,1.17,0.433,0.479,0.401,3.03,68.33,63.6,4.44,0.7600861793244237,0
1,0,0,1,60.97,1.63,0.496,0.747,0.098,5.32,68.34,71.82,4.29,0.9020138579866719,0
1,0,0,1,65.95,1.73,0.479,0.498,0.235,3.12,70.4,77.86,6.09,0.7298424487517837,0
0,1,0,1,51.82,1.64,0.744,0.422,0.862,7.54,70.2,74.91,4.51,1.214357443259603,0
1,0,0,1,80.92,2.0,0.285,0.761,0.828,5.59,73.81,61.28,5.46,1.160142232659427,0
1,0,0,0,49.94,1.5,0.347,0.402,0.513,3.37,69.4,72.27,6.98,0.7383644086763663,0
0,1,0,0,47.86,1.7,0.707,0.217,0.833,3.55,68.25,64.68,4.93,1.1139241446346335,0
1,0,0,1,71.58,1.17,0.381,0.397,0.468,4.92,69.1,65.09,6.11,0.7223530992527132,0
1,0,1,0,67.92,1.38,0.68,0.624,0.451,7.7,66.43,65.69,6.67,1.0272180878469772,0
0,0,1,0,66.24,1.71,0.84,0.778,0.511,6.46,68.2,71.53,6.03,1.2537962354385979,0
0,1,0,1,66.28,1.75,0.42,0.522,0.475,7.34,80.16,72.8,4.98,0.8212849688141138,0
0,1,0,1,59.88,1.41,0.636,0.764,0.457,4.83,65.44,67.51,5.64,1.0940936888585,0
0,0,0,0,51.03,1.48,0.269,0.228,0.729,3.22,68.61,67.59,3.71,0.809806149643234,0
0,1,0,0,60.76,1.04,0.651,0.411,0.53,7.87,68.06,70.32,4.22,0.9346774844832842,0
0,0,0,1,53.23,1.39,0.54,0.442,0.642,3.09,68.76,70.84,4.4,0.948223602321731,0
1,0,0,1,69.75,1.77,0.595,0.477,0.706,7.74,68.34,73.88,7.24,1.039225673277946,0
0,1,1,0,58.53,1.67,0.371,0.517,0.578,4.84,71.4,61.58,4.19,0.859659234813423,0
1,0,0,0,51.75,1.65,0.168,0.638,0.306,3.05,61.45,68.1,4.17,0.7272578634844727,0
0,1,0,1,56.79,1.51,0.601,0.411,0.229,6.45,75.19,62.66,3.96,0.7632581476800624,0
1,0,0,0,64.13,1.5,0.087,0.528,0.53,7.9,73.16,67.75,5.56,0.7531620011657518,0
0,1,0,1,54.36,1.3,0.437,0.491,0.466,7.83,63.79,66.87,5.14,0.8057332064647702,0
0,1,0,1,51.78,1.71,0.688,0.315,0.517,3.8,58.65,67.77,6.09,0.9164376683659397,0
1,0,0,1,62.44,1.63,0.538,0.477,0.497,3.91,65.11,64.0,5.67,0.8740606386286938,0
0,0,0,1,62.45,1.65,0.89,0.471,1.017,5.83,68.79,60.56,3.62,1.431163862036769,1
0,1,1,0,54.93,1.34,0.705,0.467,0.234,6.19,82.9,57.53,4.19,0.8774223612377337,0
0,0,0,1,55.29,0.85,0.369,0.506,0.102,6.7,72.72,67.34,6.37,0.6345084711806455,0
0,0,1,0,62.32,1.83,0.505,0.515,0.566,3.91,60.96,65.84,4.8,0.9168456794902836,0
0,0,1,0,45.52,1.36,0.491,0.414,0.425,7.8,66.55,64.62,6.19,0.7701311576608234,0
0,0,0,1,45.93,1.24,0.184,0.755,0.563,6.19,69.73,74.61,4.85,0.9596092954947862,0
0,0,0,0,52.82,1.71,0.312,0.266,0.617,7.24,71.27,63.7,4.03,0.7408029427587339,0
0,0,0,0,57.87,1.38,0.388,0.356,0.757,5.7,63.43,75.08,4.7,0.9221328537689133,0
0,1,0,1,63.11,1.82,0.093,1.056,0.199,5.07,69.33,76.12,4.03,1.0786037270471487,0
0,0,0,1,74.75,1.69,0.509,0.292,0.389,7.89,66.41,58.25,4.43,0.7040355104680446,0
0,1,0,1,68.58,1.71,0.45,0.229,0.586,5.91,64.48,68.46,5.2,0.7735224625051298,1
0,1,0,0,58.4,1.09,0.165,0.647,0.654,7.33,71.3,66.0,5.51,0.9346389677303211,0
0,1,0,0,59.81,1.86,0.581,0.085,0.939,7.77,73.87,53.44,3.41,1.1074777650138172,0
1,0,0,1,49.97,1.58,0.643,0.453,0.691,6.38,74.21,60.78,4.98,1.0469665706220042,0
0,0,0,0,59.81,1.39,0.545,0.929,0.489,5.74,72.87,71.87,4.41,1.182872351524035,0
1,0,1,0,57.11,1.54,0.435,0.191,0.322,3.02,67.51,78.1,4.35,0.5739250822189251,0
0,0,0,0,63.23,0.97,0.618,0.104,0.387,3.2,73.57,72.51,5.13,0.7365521027055724,1
1,0,0,0,51.73,1.62,0.636,0.2,0.381,4.0,71.55,69.62,4.45,0.7678912683446791,0
0,1,0,1,65.19,1.19,0.561,0.68,0.631,3.93,70.67,67.89,6.38,1.0841042385305946,0
1,0,1,0,75.33,1.09,0.335,0.725,0.551,4.27,66.94,76.41,6.19,0.9702839790494328,0
0,1,0,1,58.91,1.04,0.555,0.397,0.235,4.52,67.52,78.74,6.18,0.7217056186562497,0
1,0,0,0,64.02,1.83,0.739,0.637,0.413,4.8,70.37,65.07,4.51,1.0594616557478613,1
0,0,1,0,66.9,1.31,0.381,0.778,0.676,5.1,82.2,58.0,4.04,1.0988271019591753,0
0,0,0,1,55.99,1.96,0.92,0.857,0.57,3.49,71.51,57.51,5.08,1.3804886815906896,0
1,0,0,0,62.24,1.34,0.395,0.451,0.614,3.21,66.94,74.61,4.85,0.8581503364795705,0
1,0,1,0,60.13,0.99,0.506,0.04,0.577,6.37,65.84,67.76,4.39,0.7684822704526111,0
0,0,0,1,60.98,1.17,0.366,0.336,0.825,5.69,67.54,68.92,3.82,0.9630560731338544,0
1,0,1,0,52.27,1.87,0.545,0.415,0.547,5.22,80.89,59.05,4.96,0.8766179327392294,0
1,0,0,0,60.25,1.45,0.152,0.448,0.423,6.17,68.0,64.23,4.6,0.6346156317015836,0
0,0,0,1,64.98,1.34,0.391,0.462,0.317,7.14,74.53,66.52,5.69,0.6832378795119604,0
0,1,0,0,74.51,1.55,0.282,0.724,0.55,5.14,68.12,69.04,5.67,0.9519453765841819,0
0,0,1,0,69.59,1.65,0.527,0.755,0.012,6.21,71.31,66.01,6.1,0.9208137705312622,0
0,0,0,0,81.53,1.84,0.699,0.466,0.463,7.77,73.96,62.81,3.74,0.95923198445423,0
1,0,1,0,52.33,1.93,0.629,0.72,0.459,7.2,67.14,64.08,5.4,1.0605291132260348,0
0,0,0,1,68.72,1.39,0.026,0.572,0.227,5.13,66.79,74.04,4.27,0.6159456144823177,0
0,0,0,0,61.83,1.1,0.908,0.513,0.314,6.22,78.29,69.22,3.78,1.0891414049608068,0
1,0,0,1,81.9,1.38,0.559,0.681,0.662,3.89,74.92,71.06,4.57,1.1020372044536428,0
1,0,0,1,51.92,1.58,0.345,0.514,0.546,5.8,73.95,63.51,6.07,0.8254314023587909,0
0,1,0,1,51.6,1.21,0.531,0.912,0.52,7.91,73.94,53.23,4.63,1.1764799190806445,0
0,0,0,1,54.01,1.21,0.535,0.212,0.561,5.59,72.3,65.38,6.57,0.8036728190003691,0
0,1,0,0,38.76,1.6,0.367,0.397,0.519,7.64,80.09,63.67,5.55,0.7494391236117849,0
0,1,0,0,54.74,1.49,0.54,0.475,0.749,5.04,70.22,69.75,4.61,1.0383766176103928,0
0,1,0,1,52.41,1.51,0.379,0.588,0.525,7.99,72.89,84.43,6.16,0.8746485008276181,0
0,1,0,1,61.5,1.27,0.419,0.754,0.208,5.9,62.75,71.48,5.45,0.8873223765915069,0
0,0,1,0,63.42,1.43,0.363,0.495,0.826,3.21,65.88,81.68,4.07,1.0291112670649367,0
0,0,0,1,78.76,1.22,0.213,0.216,0.574,5.93,64.0,70.84,6.86,0.6492310836674411,0
0,0,1,0,69.5,1.77,0.529,0.669,0.382,4.37,76.37,64.85,5.26,0.9345191276801134,0
0,1,1,0,54.23,1.81,0.617,0.651,0.249,3.16,57.24,69.74,5.02,0.9308549833352132,0
1,0,0,1,51.02,0.95,0.603,0.112,0.579,7.1,67.99,76.9,4.14,0.8434417585109241,0
0,0,0,0,64.92,1.22,0.664,0.499,0.477,4.38,55.03,77.15,6.18,0.9578235745689286,1
0,1,1,0,46.8,1.05,0.565,0.182,0.815,6.98,65.84,65.12,5.52,1.00825294445392,0
0,1,0,0,78.31,1.3,0.393,0.367,0.431,4.44,67.55,69.27,5.63,0.689129160607792,0
0,1,0,1,71.79,1.47,0.668,0.319,0.333,3.97,76.92,60.85,4.49,0.8117105395398042,0
0,1,0,1,55.31,1.07,0.228,0.662,0.679,7.87,71.98,72.12,5.83,0.9753302004962218,0
0,1,0,1,42.87,1.22,0.32,0.523,0.685,4.81,65.83,75.77,5.91,0.9193225766835056,0
0,1,0,1,73.54,1.2,0.307,0.243,0.534,6.01,75.33,68.2,4.33,0.6621585912755342,0
0,0,1,0,58.85,1.56,0.716,0.676,0.635,6.05,70.09,64.66,3.58,1.171689805366591,0
1,0,1,0,72.38,1.52,0.689,0.213,0.492,5.8,70.19,69.8,5.58,0.873014318324734,0
0,0,0,0,44.06,1.28,0.597,0.566,0.547,7.57,63.99,70.09,3.43,0.987913963865275,0
0,0,0,0,54.01,1.55,0.714,0.337,0.733,6.37,65.05,68.41,5.15,1.0773365305233087,0
0,1,1,0,60.05,1.34,0.324,0.427,0.625,5.02,65.87,68.89,4.55,0.8233650466226994,0
0,0,0,1,60.47,1.42,0.57,0.601,0.466,7.31,70.23,67.13,6.22,0.9503983375406335,0
1,0,0,0,55.5,2.0,0.475,0.604,0.77,3.91,70.39,72.98,4.61,1.087814782028632,0
1,0,1,0,66.23,1.9,0.669,0.767,0.027,5.72,77.72,71.68,6.11,1.0181252378759698,0
0,1,0,0,49.32,1.11,0.477,0.484,0.91,7.75,71.93,63.08,4.49,1.1357310421045996,0
1,0,1,0,58.58,1.75,0.423,0.561,0.159,6.13,56.46,62.95,6.0,0.7203686556201623,0
0,1,0,1,61.2,1.74,0.608,0.412,0.375,7.08,71.31,66.73,7.06,0.824641134069845,0
1,0,1,0,65.14,1.16,0.675,0.536,0.492,6.27,62.75,71.68,3.93,0.9924641051443625,0
1,0,0,0,67.12,1.75,0.366,0.588,0.471,7.2,65.17,68.74,5.29,0.8375804438977786,0
0,0,1,0,48.75,1.96,0.488,0.48,0.701,7.72,65.94,64.78,7.75,0.979767829641288,0
1,0,0,0,44.66,1.16,0.288,0.139,0.288,4.36,66.68,69.31,5.07,0.43035915233674304,0
0,1,0,0,72.78,1.22,0.0,0.566,0.552,3.85,63.12,66.35,5.06,0.7906073614633246,0
1,0,0,0,63.32,1.81,0.54,0.573,0.384,5.42,71.02,72.4,5.79,0.8760051369712395,0
1,0,0,1,52.52,1.58,0.622,0.364,0.559,6.51,62.95,69.67,5.04,0.9120641424812183,0
0,0,0,1,75.51,1.67,0.552,0.243,0.487,4.14,71.78,66.42,3.29,0.7751915892216582,0
0,1,1,0,61.16,1.6,0.11,0.795,0.519,3.02,81.18,69.16,6.13,0.9557646153734716,0
0,1,1,0,71.79,1.62,0.43,0.598,0.39,4.71,63.35,74.58,3.0,0.8334290611683757,0
0,1,0,0,60.68,1.1,0.056,0.454,0.398,7.84,68.58,65.15,4.58,0.6063464356290058,0
0,0,0,1,80.61,1.81,0.774,0.273,0.557,6.47,57.38,70.01,6.21,0.9918941475782584,1
1,0,1,0,77.55,1.85,0.283,0.336,0.689,5.01,68.5,67.65,4.64,0.8171327921458054,0
0,1,1,0,57.51,1.43,0.751,0.761,0.38,3.96,73.21,70.13,4.31,1.1346902661078926,1
1,0,0,1,69.72,1.49,0.689,0.528,0.326,4.78,73.6,64.73,5.88,0.9272437651448512,0
1,0,0,0,66.45,1.04,0.32,0.39,0.623,3.85,70.39,68.55,4.15,0.8016414410445608,0
1,0,1,0,73.69,1.65,0.273,0.602,0.493,3.53,74.45,73.54,3.78,0.8246102109481788,0
0,0,0,0,50.35,1.67,0.57,0.337,0.666,7.53,82.73,63.31,5.27,0.9391618603840342,1
1,0,0,1,66.86,1.48,0.331,0.8,0.319,7.99,78.56,61.35,4.82,0.922671122339916,0
0,0,0,1,70.58,1.84,0.52,0.771,0.144,3.82,67.39,61.54,3.76,0.9410510081818094,0
0,0,1,0,42.41,1.4,0.403,0.407,0.393,3.27,62.74,62.15,5.64,0.6946272381644705,0
0,0,1,0,48.17,1.67,0.144,0.374,0.347,4.65,67.97,70.98,5.46,0.5301141386531771,0
0,1,0,1,39.61,1.19,0.054,-0.024,0.484,5.31,65.27,60.97,4.64,0.48759409348350397,0
0,0,0,0,57.31,1.49,0.545,0.204,0.373,4.02,72.26,66.51,4.71,0.6912090855884346,0
0,1,0,0,67.18,1.45,0.388,0.232,0.648,4.51,64.09,71.09,5.47,0.7901088532601062,0
0,0,0,1,75.02,1.57,0.389,0.527,0.442,4.0,69.64,70.08,6.19,0.7901987091864932,0
0,0,1,0,60.74,1.39,0.639,0.435,0.53,6.87,74.19,66.07,4.72,0.9372545011895115,0
0,0,0,1,76.29,1.46,0.735,0.231,0.532,6.56,69.5,68.95,5.65,0.9362745323888715,1
0,0,1,0,46.2,1.75,0.445,0.444,0.539,6.17,65.27,68.54,5.57,0.8280591766293035,0
1,0,0,0,42.97,1.37,0.432,0.601,0.495,4.94,75.87,66.88,5.88,0.8904212486233694,0
1,0,1,0,59.44,1.02,0.6,0.606,0.602,7.55,60.61,66.95,5.04,1.0438582279217805,0
0,0,0,0,63.84,2.02,0.229,0.12,0.341,7.85,68.36,79.18,4.09,0.4279275639638092,0
1,0,0,1,59.67,1.91,0.545,0.474,0.78,3.87,69.79,72.05,4.54,1.063062086615829,0
0,1,1,0,39.33,1.11,0.61,0.223,0.453,4.12,70.08,80.4,5.34,0.7918573103785808,0
1,0,0,0,59.11,1.71,0.636,0.68,0.238,5.63,70.9,65.52,6.82,0.9610098854850558,0
1,0,1,0,46.96,1.35,0.113,0.657,0.538,3.46,73.05,67.58,4.52,0.856657457797456,0
1,0,0,0,66.7,1.58,0.348,0.32,0.33,5.18,69.82,61.34,5.8,0.5765448811671126,0
0,0,0,0,63.67,1.59,0.324,0.347,0.633,5.91,68.16,63.95,4.67,0.7912483807250413,0
0,1,0,1,50.6,1.43,0.52,0.408,0.942,5.61,67.96,77.51,5.11,1.1507510590914092,0
0,0,0,1,54.86,1.26,0.596,0.049,0.343,4.65,66.94,65.39,6.52,0.6893953872778669,0
0,1,1,0,49.41,1.29,0.799,0.567,0.566,5.71,73.94,77.6,5.76,1.1314795623430411,0
0,0,0,0,59.37,1.23,0.401,0.445,0.149,7.79,66.77,61.78,3.76,0.6172738452259257,0
1,0,0,1,69.55,1.25,0.4,0.694,0.591,4.03,74.23,62.73,4.43,0.9954481402865746,0
0,1,1,0,50.14,1.48,0.73,0.28,0.323,6.27,70.09,66.29,6.26,0.8459485799976261,0
1,0,0,1,65.04,1.29,0.559,0.376,0.375,3.22,67.39,67.68,5.14,0.771026588387197,0
0,1,1,0,54.7,1.7,0.754,0.199,0.28,3.33,73.09,72.62,3.85,0.8285632142449966,0
0,1,0,1,52.07,1.95,0.558,0.299,0.646,5.76,66.36,70.25,4.18,0.9044783026695555,0
0,0,0,1,58.93,1.33,0.269,0.264,0.701,3.52,73.19,65.92,5.7,0.7959007475810034,0
0,0,0,0,49.65,1.57,0.233,0.699,0.505,3.11,71.06,67.33,5.99,0.8932608801464441,0
1,0,0,0,54.46,1.65,0.19,0.36,0.327,3.86,67.02,66.4,5.02,0.5221388704166737,0
1,0,0,1,48.02,1.64,0.632,0.525,0.818,5.82,72.64,63.43,7.48,1.1593847506328518,0
0,1,0,0,79.65,1.52,0.738,0.424,0.35,6.52,72.73,63.56,5.82,0.9202825653026357,0
0,1,0,1,60.35,1.72,0.87,0.246,0.068,4.01,75.79,73.14,4.76,0.9066642156829616,0
0,0,1,0,53.0,1.64,0.669,0.466,0.592,6.34,74.83,58.86,4.18,1.0075619087678929,0
0,0,0,1,62.14,1.13,0.733,0.62,0.279,3.91,72.46,76.09,4.03,0.9997649723810091,1
0,0,0,1,58.88,1.76,0.384,0.258,0.698,6.07,64.36,66.29,5.34,0.8373911869610283,0
0,0,1,0,57.79,1.77,0.269,0.662,0.424,5.06,82.24,64.14,4.51,0.8308916896924652,0
0,0,1,0,66.14,1.27,0.67,0.33,0.621,6.27,62.98,71.7,6.67,0.9713089106973126,0
0,1,0,0,67.58,1.51,0.584,0.403,0.78,7.98,74.75,75.43,6.47,1.0544500936507142,0
0,1,1,0,54.69,1.7,0.521,0.606,0.258,7.69,72.16,73.59,5.63,0.8397862823361668,0
1,0,0,0,54.24,1.44,0.577,0.367,0.387,3.02,64.13,70.51,3.82,0.7857397788072079,0
0,1,0,1,57.25,1.82,0.565,0.508,0.485,7.43,69.38,73.43,4.33,0.901395584635292,0
0,0,1,0,36.98,2.21,0.757,0.437,0.808,3.33,69.61,59.42,6.26,1.1903285260800902,0
0,1,0,1,44.85,1.26,0.759,0.526,0.368,7.77,76.53,65.39,4.44,0.9940729349499463,0
0,1,0,0,73.67,1.09,0.609,0.024,0.381,4.41,66.43,63.44,6.12,0.7187614346916507,1
0,1,1,0,76.45,1.59,0.669,0.134,0.596,4.91,68.69,74.12,5.47,0.9059431549495808,0
1,0,0,0,57.51,1.72,0.603,0.623,0.385,3.46,58.32,66.08,5.05,0.948663797137848,0
1,0,0,0,65.77,1.43,0.408,0.707,0.531,3.56,78.67,72.23,4.3,0.9737936126305203,0
0,1,1,0,63.11,1.94,0.651,0.318,0.19,6.63,64.65,70.68,4.91,0.7490160211904683,0
0,1,1,0,90.79,1.1,0.221,0.451,0.943,7.72,71.63,63.69,5.19,1.0684058217737304,0
0,0,0,0,71.2,1.71,0.711,0.559,0.23,6.05,69.49,65.07,6.03,0.933221302800145,0
1,0,1,0,58.72,1.32,0.261,0.639,0.436,6.58,69.51,74.47,4.11,0.8164177852055894,0
0,0,0,0,50.44,2.02,0.557,0.094,0.494,6.81,74.05,64.12,4.74,0.7504138857990303,0
0,0,0,1,43.94,2.1,0.331,0.323,0.883,4.31,78.36,68.62,5.04,0.996784329732365,0
0,1,0,1,62.03,1.27,0.611,0.433,0.235,3.23,71.26,64.09,5.66,0.784878971561858,0
0,1,1,0,52.44,1.34,0.493,0.641,0.897,3.01,73.28,66.43,4.09,1.2076998799370644,0
0,1,1,0,45.78,1.76,0.181,1.0,0.651,4.75,71.64,67.77,3.68,1.20688110433464,0
0,0,0,1,53.53,1.38,0.584,0.454,0.583,4.21,75.09,64.09,5.67,0.9418391582430622,0
0,0,0,0,49.18,1.49,0.384,0.219,0.303,3.31,67.69,63.2,3.48,0.5359346975145386,0
0,0,0,0,76.87,1.51,0.676,0.58,0.614,3.9,75.38,69.43,6.28,1.0818373260338174,0
0,1,0,0,68.82,0.92,0.5,0.764,0.355,3.62,75.55,63.78,4.84,0.9796535101759193,0
0,1,1,0,59.92,1.5,0.579,0.522,0.753,7.57,75.41,63.95,3.45,1.0838514658383778,0
0,1,0,0,74.8,1.29,0.308,0.319,0.306,3.7,66.7,63.3,4.52,0.5387587586295002,0
0,0,1,0,60.77,1.35,0.382,0.692,0.477,5.69,69.16,67.61,5.38,0.9232101602560491,0
0,0,1,0,51.39,1.93,0.408,0.633,0.389,5.97,71.2,72.72,4.47,0.8476284563415742,0
1,0,1,0,75.23,1.12,0.671,0.295,0.302,5.72,63.15,75.53,5.02,0.7927609980315631,0
0,1,0,1,65.39,1.74,0.835,0.576,0.648,3.5,77.97,64.37,5.74,1.2037046980052875,0
0,0,0,0,49.63,1.42,0.339,0.699,0.607,4.59,69.94,78.75,4.8,0.9858858960346273,0
1,0,1,0,58.1,1.42,0.715,0.736,0.742,3.26,71.42,62.98,4.06,1.2662878819604964,0
0,0,0,0,51.24,1.74,0.066,0.487,0.144,4.98,67.11,73.42,4.7,0.5121142450664695,0
0,0,0,1,46.17,1.6,0.261,0.428,0.713,3.94,63.37,64.39,6.41,0.8715927948302464,0
0,1,0,0,69.26,1.67,0.308,0.745,1.001,5.81,66.98,63.65,6.69,1.2852587288168869,0
1,0,0,1,79.09,1.79,0.229,0.258,0.41,6.46,71.1,64.28,2.98,0.5358217987353631,0
